schema,table_name,column_name,datatype,nullable,is_pk,definition
SCM,"SXAAMEffectiveDtmVisitHistory","TouchedWhenUTC","datetimeoffset(3)",false,false,"The date and time that the row was last updated including the time zone offset from UTC, for example 2015-01-30 04:55:04.372 -05:00. The date and time is based on the Enterprise Time Zone."
SCM,"SXAAMEffectiveDtmVisitHistory","CreatedBy","varchar(50)",false,false,"Information about the user that created the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXAAMEffectiveDtmVisitHistory","CreatedWhenUTC","datetimeoffset(3)",false,false,"The date and time that the row was created including the time zone offset from UTC, for example 2015-01-30 04:55:04.372 -05:00. The date and time is based on the Enterprise Time Zone."
SCM,"SXAAMEffectiveDtmVisitHistory","Active","bit",false,false,"Denotes whether the row is active or not, 0 means the row has been soft deleted or deactivated."
SCM,"SXAAMEffectiveDtmVisitHistory","EffectiveDtmVisitHistoryID","bigint",false,true,"Auto generated unique primary key value."
SCM,"SXAAMEffectiveDtmVisitHistory","ClientGUID","HVCIDdt",false,false,"GUID of the client"
SCM,"SXAAMEffectiveDtmVisitHistory","VisitGUID","HVCIDdt",false,false,"GUID of the visit"
SCM,"SXAAMEffectiveDtmVisitHistory","ServiceGUID","HVCIDdt",true,false,"GUID of the Service of the visit"
SCM,"SXAAMEffectiveDtmVisitHistory","CareLevelCode","varchar(30)",false,false,"Care level of the visit"
SCM,"SXAAMEffectiveDtmVisitHistory","VisitTypeCode","varchar(30)",false,false,"Visit Type of the visit"
SCM,"SXAAMEffectiveDtmVisitHistory","EffectiveDtm","datetime",false,false,"Visit TimeZone - Effective DateTime of the Care level and service"
SCM,"SXAAMEffectiveDtmVisitHistory","MSRowVersion","timestamp",false,false,"Optimistic lock identifier using rowversion datatype."
SCM,"SXAAMEffectiveDtmVisitHistory","MSReplrowguid","uniqueidentifier",false,false,"Unique GUID used to support merge replication."
SCM,"SXAAMEffectiveDtmVisitHistory","ActionType","int",true,false,"An enumerated type with the following list of possible values: 0 = [Create Visit],1 = [Update Visit],2 = [Visit Type Change],3 = [Added],4 = [Deleted],"
SCM,"SXASCLSiteVariableConfig","Build","int",false,false,"Identifies the build number and patch level of the software that inserted/updated this row. The format is the Build number followed by 3 digits for the patch level which is typically 000. The build number is tied to specific versions of the software, e.g. Sunrise 15.3 is Build 5021, Sunrise 16.3 is Build 5503."
SCM,"SXASCLSiteVariableConfig","TouchedBy","varchar(50)",false,false,"Information about the user that last updated the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXASCLSiteVariableConfig","TouchedWhenUTC","datetimeoffset(3)",false,false,"The date and time that the row was last updated including the time zone offset from UTC, for example 2015-01-30 04:55:04.372 -05:00. The date and time is based on the Enterprise Time Zone."
SCM,"SXASCLSiteVariableConfig","CreatedBy","varchar(50)",false,false,"Information about the user that created the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXASCLSiteVariableConfig","CreatedWhenUTC","datetimeoffset(3)",false,false,"The date and time that the row was created including the time zone offset from UTC, for example 2015-01-30 04:55:04.372 -05:00. The date and time is based on the Enterprise Time Zone."
SCM,"SXASCLSiteVariableConfig","Active","bit",false,false,"Denotes whether the row is active or not, 0 means the row has been soft deleted or deactivated."
SCM,"SXASCLSiteVariableConfig","MSReplrowguid","uniqueidentifier",false,false,"Unique GUID used to support merge replication."
SCM,"SXASCLSiteVariableConfig","SiteVariableConfigID","int",false,true,"Auto generated unique primary key value."
SCM,"SXASCLSiteVariableConfig","SiteID","int",false,false,"A foreign key to the SiteID column in the SXASCLSite table."
SCM,"SXASCLSiteVariableConfig","SystemConfigVariableID","int",false,false,"A foreign key to the SystemConfigVariableID column in the SXASCLSystemVariable table."
SCM,"SXASCLSiteVariableConfig","VariableValue","varchar(1000)",true,false,"Stores Value of Variable"
SCM,"SXAAMWLPriorityCategoryChangeReasonXREF","Build","int",false,false,"Identifies the build number and patch level of the software that inserted/updated this row. The format is the Build number followed by 3 digits for the patch level which is typically 000. The build number is tied to specific versions of the software, e.g. Sunrise 15.3 is Build 5021, Sunrise 16.3 is Build 5503."
SCM,"SXAAMWLPriorityCategoryChangeReasonXREF","TouchedBy","varchar(50)",false,false,"Information about the user that last updated the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXAAMWLPriorityCategoryChangeReasonXREF","TouchedWhenUTC","datetimeoffset(3)",false,false,"The date and time that the row was last updated including the time zone offset from UTC, for example 2015-01-30 04:55:04.372 -05:00. The date and time is based on the Enterprise Time Zone."
SCM,"SXAAMWLPriorityCategoryChangeReasonXREF","CreatedBy","varchar(50)",false,false,"Information about the user that created the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXAAMWLPriorityCategoryChangeReasonXREF","CreatedWhenUTC","datetimeoffset(3)",false,false,"The date and time that the row was created including the time zone offset from UTC, for example 2015-01-30 04:55:04.372 -05:00. The date and time is based on the Enterprise Time Zone."
SCM,"SXAAMWLPriorityCategoryChangeReasonXREF","MSRowVersion","timestamp",false,false,"Optimistic lock identifier using rowversion datatype."
SCM,"SXAAMWLPriorityCategoryChangeReasonXREF","Active","bit",false,false,"Denotes whether the row is active or not, 0 means the row has been soft deleted or deactivated."
SCM,"SXAAMWLPriorityCategoryChangeReasonXREF","WLPriorityCategoryChangeReasonXREFID","int",false,true,"Auto generated unique primary key value."
SCM,"SXAAMWLPriorityCategoryChangeReasonXREF","WLPriorityCategoryChangeReasonID","int",false,false,"A foreign key to the WLPriorityCategoryChangeReasonID column in the SXAAMWLPriorityCategoryChangeReason table."
SCM,"SXAAMWLPriorityCategoryChangeReasonXREF","WLPriorityCategoryID","bigint",false,false,"A foreign key to the WLPriorityCategoryID column in the SXAAMWLPriorityCategory table."
SCM,"SXAAMWLPriorityCategoryChangeReasonXREF","MSReplrowguid","uniqueidentifier",false,false,"Unique GUID used to support merge replication."
SCM,"SXAEDI270Message","Build","int",false,false,"Identifies the build number and patch level of the software that inserted/updated this row. The format is the Build number followed by 3 digits for the patch level which is typically 000. The build number is tied to specific versions of the software, e.g. Sunrise 15.3 is Build 5021, Sunrise 16.3 is Build 5503."
SCM,"SXAEDI270Message","TouchedBy","varchar(50)",false,false,"Information about the user that last updated the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXAEDI270Message","TouchedWhen","datetime",false,false,"The date and time that the row was last updated and will be based on the Enterprise time zone."
SCM,"SXAEDI270Message","CreatedBy","varchar(50)",false,false,"Information about the user that created the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXAEDI270Message","CreatedWhen","datetime",false,false,"The date and time that the row was created and will be based on the Enterprise time zone."
SCM,"SXAEDI270Message","Active","bit",false,false,"Denotes whether the row is active or not, 0 means the row has been soft deleted or deactivated."
SCM,"SXAEDI270Message","MessageID","int",false,true,"Auto generated unique primary key value."
SCM,"SXAEDI270Message","Status","char(3)",false,false,"PHI: ""REV"": received in the DB but not yet sent to eLink; ""SND"": sent to eLink and pending response"
SCM,"SXAEDI270Message","Message","xml",false,false,"PHI: 270 message xml."
SCM,"SXAEDI270Message","PatientGUID","numeric(16, 0)",false,false,"PHI: Identifier to the patient in the external patient system."
SCM,"SXAEDI270Message","InsurancePlanCode","varchar(40)",false,false,"PHI: Code of the insurance plan for this inquiry."
SCM,"SXAEDI270Message","ReceiverCode","varchar(80)",false,false,"PHI: Denormalized from inquiry xml."
SCM,"SXAEDI270Message","InsuredLastName","varchar(60)",true,false,"PHI: Denormalized from inquiry xml."
SCM,"SXAEDI270Message","InsuredFirstName","varchar(35)",true,false,"PHI: Denormalized from inquiry xml."
SCM,"SXAEDI270Message","InsuredMiddleName","varchar(35)",true,false,"PHI: Denormalized from inquiry xml."
SCM,"SXAEDI270Message","InsuredID","varchar(80)",true,false,"PHI: Denormalized from inquiry xml."
SCM,"SXAEDI270Message","InsuredSerialNum","varchar(50)",true,false,"PHI: Denormalized from inquiry xml."
SCM,"SXAEDI270Message","InsuredGender","char(1)",true,false,"PHI: Denormalized from inquiry xml."
SCM,"SXAEDI270Message","InsuredDOB","varchar(8)",true,false,"PHI: Denormalized from inquiry xml."
SCM,"SXAEDI270Message","InsuredSSN","varchar(9)",true,false,"PHI: Denormalized from inquiry xml."
SCM,"SXAEDI270Message","ServiceType","varchar(2)",true,false,"PHI: Denormalized from inquiry xml."
SCM,"SXAEDI270Message","ServiceDate","varchar(17)",true,false,"PHI: Denormalized from inquiry xml."
SCM,"SXAEDI270Message","PatientLastName","varchar(60)",true,false,"PHI: Denormalized from inquiry xml."
SCM,"SXAEDI270Message","PatientFirstName","varchar(35)",true,false,"PHI: Denormalized from inquiry xml."
SCM,"SXAEDI270Message","PatientMiddleName","varchar(35)",true,false,"PHI: Denormalized from inquiry xml."
SCM,"SXAEDI270Message","PatientDOB","varchar(8)",true,false,"PHI: Denormalized from inquiry xml."
SCM,"SXAEDI270Message","PatientGender","char(1)",true,false,"PHI: Denormalized from inquiry xml."
SCM,"SXAEDI270Message","PatientAddress","varchar(55)",true,false,"PHI: Denormalized from inquiry xml."
SCM,"SXAEDI270Message","PatientCity","varchar(35)",true,false,"PHI: Denormalized from inquiry xml."
SCM,"SXAEDI270Message","PatientState","char(2)",true,false,"PHI: Denormalized from inquiry xml."
SCM,"SXAEDI270Message","PatientZip","varchar(15)",true,false,"PHI: Denormalized from inquiry xml."
SCM,"SXAEDI270Message","PatientCountry","varchar(3)",true,false,"PHI: Denormalized from inquiry xml."
SCM,"SXAEDI270Message","CarrierName","varchar(30)",true,false,"PHI: Name of the carrier for this inquiry (from the external patient system)."
SCM,"SXAEDI270Message","InsurancePlanName","varchar(40)",true,false,"PHI: Name of the insurance plan for the inquiry (from the external patient system)."
SCM,"SXAEDI270Message","Facility","varchar(40)",true,false,"PHI: Code of the facility when the inquiry is sent out (from the external patient system)"
SCM,"SXAEDI270Message","PatientEntity","varbinary(max)",true,false,"PHI: Column is needed to store binary compressed version of patient entity that was known at the time that the eligibility request is sent."
SCM,"SXAEDI270Message","MSrepl_tran_version","uniqueidentifier",false,false,"Optimistic lock identifier."
SCM,"SXAEDI270Message","MSReplrowguid","uniqueidentifier",false,false,"Unique GUID used to support merge replication."
SCM,"SXASNSectionFieldObsEntryItemXref","SiteID","smallint",false,false,"Identifies the unique distributed database ID where the row was inserted. Distributed databases are no longer supported so this column is deprecated."
SCM,"SXASNSectionFieldObsEntryItemXref","Build","int",false,false,"Identifies the build number and patch level of the software that inserted/updated this row. The format is the Build number followed by 3 digits for the patch level which is typically 000. The build number is tied to specific versions of the software, e.g. Sunrise 15.3 is Build 5021, Sunrise 16.3 is Build 5503."
SCM,"SXASNSectionFieldObsEntryItemXref","TouchedBy","varchar(50)",false,false,"Information about the user that last updated the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXASNSectionFieldObsEntryItemXref","TouchedWhen","datetime",true,false,"The date and time that the row was last updated and will be based on the Enterprise time zone."
SCM,"SXASNSectionFieldObsEntryItemXref","CreatedBy","varchar(50)",false,false,"Information about the user that created the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXASNSectionFieldObsEntryItemXref","CreatedWhen","datetime",true,false,"The date and time that the row was created and will be based on the Enterprise time zone."
SCM,"SXASNSectionFieldObsEntryItemXref","Active","bit",false,false,"Denotes whether the row is active or not, 0 means the row has been soft deleted or deactivated."
SCM,"SXASNSectionFieldObsEntryItemXref","SectionFieldObsEntryItemXrefID","int",false,true,"Auto generated unique primary key value."
SCM,"SXASNSectionFieldObsEntryItemXref","ObsEntryItemGUID","HVCIDdt",false,false,"Foreign key link to CV3ObservationEntryItem table."
SCM,"SXASNSectionFieldObsEntryItemXref","SectionFieldID","int",false,false,"A foreign key to the SectionFieldID column in the SXASNSectionField table."
SCM,"SXASNSectionFieldObsEntryItemXref","MSrepl_tran_version","uniqueidentifier",false,false,"Optimistic lock identifier."
SCM,"SXASNSectionFieldObsEntryItemXref","MSReplrowguid","uniqueidentifier",false,false,"Unique GUID used to support merge replication."
SCM,"SXARCMDesktopTemplateConfig","Build","int",false,false,"Identifies the build number and patch level of the software that inserted/updated this row. The format is the Build number followed by 3 digits for the patch level which is typically 000. The build number is tied to specific versions of the software, e.g. Sunrise 15.3 is Build 5021, Sunrise 16.3 is Build 5503."
SCM,"SXARCMDesktopTemplateConfig","TouchedBy","varchar(50)",false,false,"Information about the user that last updated the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXARCMDesktopTemplateConfig","TouchedWhenUTC","datetimeoffset(3)",false,false,"The date and time that the row was last updated including the time zone offset from UTC, for example 2015-01-30 04:55:04.372 -05:00. The date and time is based on the Enterprise Time Zone."
SCM,"SXARCMDesktopTemplateConfig","CreatedBy","varchar(50)",false,false,"Information about the user that created the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXARCMDesktopTemplateConfig","CreatedWhenUTC","datetimeoffset(3)",false,false,"The date and time that the row was created including the time zone offset from UTC, for example 2015-01-30 04:55:04.372 -05:00. The date and time is based on the Enterprise Time Zone."
SCM,"SXARCMDesktopTemplateConfig","Active","bit",false,false,"Denotes whether the row is active or not, 0 means the row has been soft deleted or deactivated."
SCM,"SXARCMDesktopTemplateConfig","MSRowVersion","timestamp",false,false,"Optimistic lock identifier using rowversion datatype."
SCM,"SXARCMDesktopTemplateConfig","DesktopTemplateConfigID","int",false,true,"Auto generated unique primary key value."
SCM,"SXARCMDesktopTemplateConfig","FunctionTemplateXRefID","int",false,false,"A foreign key to the FunctionTemplateXRefID column in the SXARCMFunctionTemplateXRef table."
SCM,"SXARCMDesktopTemplateConfig","RuleName","varchar(100)",true,false,"Stores the GUID of the rule"
SCM,"SXARCMDesktopTemplateConfig","IsDefaultTemplate","bit",false,false,"Identified whether it�s a default template or not"
SCM,"SXARCMDesktopTemplateConfig","MSReplrowguid","uniqueidentifier",false,false,"Unique GUID used to support merge replication."
SCM,"SXARCMPPS3MSchemeScheduleTypeJSONQuery","Build","int",false,false,"Identifies the build number and patch level of the software that inserted/updated this row. The format is the Build number followed by 3 digits for the patch level which is typically 000. The build number is tied to specific versions of the software, e.g. Sunrise 15.3 is Build 5021, Sunrise 16.3 is Build 5503."
SCM,"SXARCMPPS3MSchemeScheduleTypeJSONQuery","CreatedBy","varchar(50)",false,false,"Information about the user that created the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXARCMPPS3MSchemeScheduleTypeJSONQuery","CreatedWhenUTC","datetimeoffset(3)",false,false,"The date and time that the row was created including the time zone offset from UTC, for example 2015-01-30 04:55:04.372 -05:00. The date and time is based on the Enterprise Time Zone."
SCM,"SXARCMPPS3MSchemeScheduleTypeJSONQuery","MSReplrowguid","uniqueidentifier",false,false,"Unique GUID used to support merge replication."
SCM,"SXARCMPPS3MSchemeScheduleTypeJSONQuery","PPS3MSchemeScheduleTypeJSONQueryID","bigint",false,true,"Auto generated unique primary key value."
SCM,"SXARCMPPS3MSchemeScheduleTypeJSONQuery","ContentVersionID","int",false,false,"A foreign key to the ContentVersionID column in the SXARCMPPS3MContentVersion table."
SCM,"SXARCMPPS3MSchemeScheduleTypeJSONQuery","SchemeID","int",false,false,"Scheme identifier associated with content version."
SCM,"SXARCMPPS3MSchemeScheduleTypeJSONQuery","SchemeName","varchar(100)",false,false,"Name of the scheme."
SCM,"SXARCMPPS3MSchemeScheduleTypeJSONQuery","ScheduleTypeCode","varchar(20)",false,false,"Name of schedule type code"
SCM,"SXARCMPPS3MSchemeScheduleTypeJSONQuery","JSONQuery","varchar(max)",true,false,"JSON Query for scheme and schedule type"
SCM,"SXARCMPPS3MSchemeScheduleTypeJSONQuery","GrouperSchemeProductID","int",true,false,"Holds Grouper scheme id associated Scheme"
SCM,"SXARCMDesktopTemplateLayout","Build","int",false,false,"Identifies the build number and patch level of the software that inserted/updated this row. The format is the Build number followed by 3 digits for the patch level which is typically 000. The build number is tied to specific versions of the software, e.g. Sunrise 15.3 is Build 5021, Sunrise 16.3 is Build 5503."
SCM,"SXARCMDesktopTemplateLayout","TouchedBy","varchar(50)",false,false,"Information about the user that last updated the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXARCMDesktopTemplateLayout","TouchedWhenUTC","datetimeoffset(3)",false,false,"The date and time that the row was last updated including the time zone offset from UTC, for example 2015-01-30 04:55:04.372 -05:00. The date and time is based on the Enterprise Time Zone."
SCM,"SXARCMDesktopTemplateLayout","CreatedBy","varchar(50)",false,false,"Information about the user that created the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXARCMDesktopTemplateLayout","CreatedWhenUTC","datetimeoffset(3)",false,false,"The date and time that the row was created including the time zone offset from UTC, for example 2015-01-30 04:55:04.372 -05:00. The date and time is based on the Enterprise Time Zone."
SCM,"SXARCMDesktopTemplateLayout","MSRowVersion","timestamp",false,false,"Optimistic lock identifier using rowversion datatype."
SCM,"SXARCMDesktopTemplateLayout","DesktopTemplateLayoutID","int",false,true,"Auto generated unique primary key value."
SCM,"SXARCMDesktopTemplateLayout","DesktopTemplateTileID","int",false,false,"A foreign key to the DesktopTemplateTileID column in the SXARCMDesktopTemplateTile table."
SCM,"SXARCMDesktopTemplateLayout","PlacementOrder","int",false,false,"The order of the tile in the layout."
SCM,"SXARCMDesktopTemplateLayout","IsPlacedOnTab","bit",false,false,"Bit flag to indicate if the tile is placed on the canvas or on the tabcontrol."
SCM,"SXARCMDesktopTemplateLayout","IsSystemDefined","bit",false,false,"Indicates if the record is system defined"
SCM,"SXARCMDesktopTemplateLayout","IsBorderVisible","bit",false,false,"Flag to check Template border Visible or not"
SCM,"SXARCMDesktopTemplateLayout","Height","numeric(18, 4)",false,false,"Height of Template"
SCM,"SXARCMDesktopTemplateLayout","Width","numeric(18, 4)",false,false,"Width of Template"
SCM,"SXARCMDesktopTemplateLayout","LocationX","numeric(19, 4)",false,false,"Desktop Template Horizontal Position information"
SCM,"SXARCMDesktopTemplateLayout","LocationY","numeric(19, 4)",false,false,"Desktop Template Vertical Position information"
SCM,"SXARCMDesktopTemplateLayout","CustomTileKey","nvarchar(50)",true,false,"Desktop Template Custom Tile Key information"
SCM,"SXARCMDesktopTemplateLayout","MSReplrowguid","uniqueidentifier",false,false,"Unique GUID used to support merge replication."
SCM,"SXAAMBSBillTemplateProvideXREF","SiteID","smallint",false,false,"Identifies the unique distributed database ID where the row was inserted. Distributed databases are no longer supported so this column is deprecated."
SCM,"SXAAMBSBillTemplateProvideXREF","Build","int",false,false,"Identifies the build number and patch level of the software that inserted/updated this row. The format is the Build number followed by 3 digits for the patch level which is typically 000. The build number is tied to specific versions of the software, e.g. Sunrise 15.3 is Build 5021, Sunrise 16.3 is Build 5503."
SCM,"SXAAMBSBillTemplateProvideXREF","TouchedBy","varchar(50)",false,false,"Information about the user that last updated the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXAAMBSBillTemplateProvideXREF","TouchedWhen","datetime",false,false,"The date and time that the row was last updated and will be based on the Enterprise time zone."
SCM,"SXAAMBSBillTemplateProvideXREF","CreatedBy","varchar(50)",false,false,"Information about the user that created the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXAAMBSBillTemplateProvideXREF","CreatedWhen","datetime",false,false,"The date and time that the row was created and will be based on the Enterprise time zone."
SCM,"SXAAMBSBillTemplateProvideXREF","SBillTemplateID","int",false,false,"A foreign key to the SBillTemplateID column in the SXAAMBSBillTemplate table."
SCM,"SXAAMBSBillTemplateProvideXREF","ProviderGUID","HVCIDdt",false,true,"Primary key"
SCM,"SXAAMBSBillTemplateProvideXREF","MSrepl_tran_version","uniqueidentifier",false,false,"Optimistic lock identifier."
SCM,"SXAAMBSBillTemplateProvideXREF","MSReplrowguid","uniqueidentifier",false,false,"Unique GUID used to support merge replication."
SCM,"SXAEDIDictionaryEntry","Build","int",false,false,"Identifies the build number and patch level of the software that inserted/updated this row. The format is the Build number followed by 3 digits for the patch level which is typically 000. The build number is tied to specific versions of the software, e.g. Sunrise 15.3 is Build 5021, Sunrise 16.3 is Build 5503."
SCM,"SXAEDIDictionaryEntry","TouchedBy","varchar(50)",false,false,"Information about the user that last updated the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXAEDIDictionaryEntry","TouchedWhen","datetime",false,false,"The date and time that the row was last updated and will be based on the Enterprise time zone."
SCM,"SXAEDIDictionaryEntry","CreatedBy","varchar(50)",false,false,"Information about the user that created the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXAEDIDictionaryEntry","CreatedWhen","datetime",false,false,"The date and time that the row was created and will be based on the Enterprise time zone."
SCM,"SXAEDIDictionaryEntry","Active","bit",false,false,"Denotes whether the row is active or not, 0 means the row has been soft deleted or deactivated."
SCM,"SXAEDIDictionaryEntry","DictionaryEntryID","int",false,true,"Auto generated unique primary key value."
SCM,"SXAEDIDictionaryEntry","DictionaryID","int",true,false,"A foreign key to the DictionaryID column in the SXAEDIDictionary table."
SCM,"SXAEDIDictionaryEntry","Description","varchar(200)",false,false,"Description of the EID System Dictionary Entry"
SCM,"SXAEDIDictionaryEntry","Code","varchar(10)",false,false,"Code of the EID System Dictionary Entry"
SCM,"SXAEDIDictionaryEntry","MSrepl_tran_version","uniqueidentifier",false,false,"Optimistic lock identifier."
SCM,"SXAEDIDictionaryEntry","MSReplrowguid","uniqueidentifier",false,false,"Unique GUID used to support merge replication."
SCM,"SXARCMServicePickListFormat","Build","int",false,false,"Identifies the build number and patch level of the software that inserted/updated this row. The format is the Build number followed by 3 digits for the patch level which is typically 000. The build number is tied to specific versions of the software, e.g. Sunrise 15.3 is Build 5021, Sunrise 16.3 is Build 5503."
SCM,"SXARCMServicePickListFormat","TouchedBy","varchar(50)",false,false,"Information about the user that last updated the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXARCMServicePickListFormat","TouchedWhenUTC","datetimeoffset(3)",false,false,"The date and time that the row was last updated including the time zone offset from UTC, for example 2015-01-30 04:55:04.372 -05:00. The date and time is based on the Enterprise Time Zone."
SCM,"SXARCMServicePickListFormat","CreatedBy","varchar(50)",false,false,"Information about the user that created the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXARCMServicePickListFormat","CreatedWhenUTC","datetimeoffset(3)",false,false,"The date and time that the row was created including the time zone offset from UTC, for example 2015-01-30 04:55:04.372 -05:00. The date and time is based on the Enterprise Time Zone."
SCM,"SXARCMServicePickListFormat","Active","bit",false,false,"Denotes whether the row is active or not, 0 means the row has been soft deleted or deactivated."
SCM,"SXARCMServicePickListFormat","MSRowVersion","timestamp",false,false,"Optimistic lock identifier using rowversion datatype."
SCM,"SXARCMServicePickListFormat","ServicePickListFormatID","int",false,true,"Auto generated unique primary key value."
SCM,"SXARCMServicePickListFormat","Abbreviation","nvarchar(40)",false,false,"This will be storing  Abbreviation"
SCM,"SXARCMServicePickListFormat","Description","nvarchar(100)",false,false,"This will be storing  Descriptions"
SCM,"SXARCMServicePickListFormat","MSReplrowguid","uniqueidentifier",false,false,"Unique GUID used to support merge replication."
SCM,"CV3CollScheduleDtl","SiteID","smallint",true,false,"Identifies the unique distributed database ID where the row was inserted. Distributed databases are no longer supported so this column is deprecated."
SCM,"CV3CollScheduleDtl","RepFlags","tinyint",true,false,"Indicates the action in a distributed database environment. Distributed databases are no longer supported so this column is deprecated."
SCM,"CV3CollScheduleDtl","Build","int",false,false,"Identifies the build number and patch level of the software that inserted/updated this row. The format is the Build number followed by 3 digits for the patch level which is typically 000. The build number is tied to specific versions of the software, e.g. Sunrise 15.3 is Build 5021, Sunrise 16.3 is Build 5503."
SCM,"CV3CollScheduleDtl","TouchedBy","varchar(50)",true,false,"Information about the user that last updated the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"CV3CollScheduleDtl","TouchedWhen","datetime",true,false,"The date and time that the row was last updated and will be based on the Enterprise time zone."
SCM,"CV3CollScheduleDtl","CreatedBy","varchar(50)",true,false,"Information about the user that created the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"CV3CollScheduleDtl","CreatedWhen","datetime",true,false,"The date and time that the row was created and will be based on the Enterprise time zone."
SCM,"CV3CollScheduleDtl","Active","bit",false,false,"Denotes whether the row is active or not, 0 means the row has been soft deleted or deactivated."
SCM,"CV3CollScheduleDtl","GUID","HVCIDdt",false,true,"Unique primary key value."
SCM,"CV3CollScheduleDtl","ScheduleCode","varchar(30)",true,false,"A foreign key to the Code column in the CV3CollSchedule table."
SCM,"CV3CollScheduleDtl","WeekDay","int",false,false,"Indicates the day of the week. Range 0 to 6 (Sunday to Saturday)"
SCM,"CV3CollScheduleDtl","Time","int",false,false,"The time of collection."
SCM,"CV3CollScheduleDtl","CutoffTime","int",false,false,"The time until which orders will be accepted into the collection."
SCM,"CV3CollScheduleDtl","MSrepl_tran_version","uniqueidentifier",true,false,"Optimistic lock identifier."
SCM,"CV3CollScheduleDtl","MSReplrowguid","uniqueidentifier",false,false,"Unique GUID used to support merge replication."
SCM,"SXARCMERATransactionSetClaimServiceLineAdjustment","Build","int",false,false,"Identifies the build number and patch level of the software that inserted/updated this row. The format is the Build number followed by 3 digits for the patch level which is typically 000. The build number is tied to specific versions of the software, e.g. Sunrise 15.3 is Build 5021, Sunrise 16.3 is Build 5503."
SCM,"SXARCMERATransactionSetClaimServiceLineAdjustment","TouchedBy","varchar(50)",false,false,"Information about the user that last updated the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXARCMERATransactionSetClaimServiceLineAdjustment","TouchedWhenUTC","datetimeoffset(3)",false,false,"The date and time that the row was last updated including the time zone offset from UTC, for example 2015-01-30 04:55:04.372 -05:00. The date and time is based on the Enterprise Time Zone."
SCM,"SXARCMERATransactionSetClaimServiceLineAdjustment","CreatedBy","varchar(50)",false,false,"Information about the user that created the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXARCMERATransactionSetClaimServiceLineAdjustment","CreatedWhenUTC","datetimeoffset(3)",false,false,"The date and time that the row was created including the time zone offset from UTC, for example 2015-01-30 04:55:04.372 -05:00. The date and time is based on the Enterprise Time Zone."
