schema,table_name,definition,column_count,has_pk
SCM,"SXAAMMSPFrequencyException","Dictionary that sets the frequency in which an MSP Questionnaire will be collected for non-standard visit types (i.e. Laboratory Visits).This new table is required to support the new-for-4.0 requirements outlined in �30-4012 � Medicare Form (MSP)�.  Specifically, it will serve as the datastore for a new standard dictionary entitled �MSP Frequency Exceptions�.  This dictionary will allow the enterprise to configure non-standard collection �frequencies� (quantified in �days�) for unique combinations of �visit� and �service� types (typically non-standard visit and service types such as �Laboratory Visits�).  The frequencies will be evaluated and leveraged at the UI during patient/visit registration",14,true
SCM,"SXARCMPPS3MDiagnosisCC","Dictionary For Diagnosis CC code and description",12,true
SCM,"SXARCMWidgetContextXref","Storing relation between Widget Information and Context",11,true
SCM,"SXACCIDLDeviceDetails","To store Device Details",34,true
SCM,"CV3ClientEventType","The table stores dictionary of Client Event Types.",15,true
SCM,"CV3ObservationXInfoARC","Contains older observation  records.  This table stores extended information for the Observation table when ParameterType in (3=Intake,4=Output,5=Drip).",23,false
SCM,"SXAAMBeRXDispensedDetail","Dispense Medication History Details Table (Contains specific medications and associated pharmacies/prescribers)
Table holds medications coming from SureScripts, Community Meds. Acts as a staging table for dBMotion and Surescripts data",46,true
SCM,"SXARCMDenialCodeConfigAdjGroupCode","The table will store the information about the Claim Adjustment Group code which were configured with Denial Code .",11,true
SCM,"SXARCMFinancialEntity","This is a master table for financial  entities",23,true
SCM,"SXAGNLetterTemplateMergeField","Stores which merge fields are on a template and where to retrieve the data",13,true
SCM,"SXAMMStorageCondition","This entity contains a list of storage conditions (fridge room temp, fridge between 4 and 6 degrees, etc)",11,true
SCM,"SXACRPreference","This table is used for storing various customizable preferences for the clinical review tab",18,true
SCM,"CV3ObsValidValue","Defines the possible pre-defined values for an observation catalog item. CV3ObsValidValue has a 1-1 relationship with CV3UserDictionary, for user dictionary non-restricted items.",25,true
SCM,"SXAExternalVitalOrganizer","This table stores the external vital signs organizers which group the external vital signs observations from community records.",18,true
SCM,"CV3DosageCriteriaType","Dictionary of Dosage Criteria Types.",12,true
SCM,"SXAAMBCommonScript","Reference table for the most commonly prescribed medications.",34,true
SCM,"SXARCMMacroRule","This table is used to store macro rule.",10,true
SCM,"SXARCMRemittanceAdviceConfig","Contains configuration rows for 835 processing",28,true
SCM,"SXARCMClaimFieldValueStateCodeXREF","It stores state specific claim field values.",10,true
SCM,"SXAESBlockAppliedToResourceXREF","Table that contains details regarding the resource that is getting blocked and the reccurrenecy pattern that is followed",19,true
SCM,"SXARCMTransferToAccountReceivableFacilityCode","This table will contain configuration setup-facility-transaction code relation ship",13,true
SCM,"SXASRGCaseItemSupplementalInfo","Table containing the supplemental info associated to case item supplemental info.",24,true
SCM,"SXAAMWLIndicatedProcedureCode","This new table will be used to store a dictionary of user defined Indicated Procedure Code",12,true
SCM,"SXARCMERStopLoss","This entity contains stop loss information.",11,true
SCM,"SXAAMDialogItemType","Stores the type of each dialog item",12,true
SCM,"SXACDDocContinuityOfCare","Contains metadata and reference to CCD Documents",20,true
SCM,"SXARCMFileValidationTemplate","table containing validation template schema for use in regulatory reporting",10,true
SCM,"SXARCMNonPatientFinancialClassConfiguration","Storing Non Patient Financial Class Configuration information",11,true
SCM,"SXARCMAgencySetup","The table will contain Agency details",20,true
SCM,"SXARCMClaimLinePaymentAssociation","This will store the Claim Line Level Payment Association Data",14,true
SCM,"SXABatchListCriteriaDefinition","This is config table for criteria based batch list. It stores criteria Template and for each template single row will be added here.",11,true
SCM,"HVCRegMediaViewersXRef","A cross-reference dictionary table used to match the HL7 media code with a registered program ID.",14,true
SCM,"SXASRGCaseListUserDefinedBasicColumn","Case list user defined basic column.",13,true
SCM,"SXAESResourceLocationXREF","Resources may now belong to multiple locations, thus we now need an XREF table between resources and locations.",11,true
SCM,"CV3ResultFormatStyle","Dictionary of Result Format Styles.",13,true
SCM,"SXASCLAction","Sunrise Charge Logic table to hold records for Actions",11,true
SCM,"SXAHMEventVaccineXRef","Every Event can link to multiple Vaccines that will satisfy the Event.  Vaccines will link to multiple Events.",10,true
SCM,"SXARCMEpisodeCombineGroupFacilityXREF","Stores Combine episode group facility config details",10,true
SCM,"SXACDGrowthChartLMSValue","Stores LMS data that is used to calculate the percentile for Growth Chart",14,true
SCM,"SXASCLReportGroup","Sunrise Charge Logic table for Report Groups",12,true
SCM,"SXASRGDisposition","This surgery table contains the dispositions that will be used in surgical case.",12,true
SCM,"SXARCMTransactionCodeMaster","Stores the transaction code details",16,true
SCM,"SXAAMBSVStatus","Contains status information as it is related to patient appointment and resources required for that appointment.",12,true
SCM,"SXARCMEDICharacterSet","This data contract is generated by PAW for the corresponding dictionary.",12,true
SCM,"SXAINVStockListConfigItem","Table listing Master Items and Header records that comprise a Stock List",15,true
SCM,"SXAAMREFIncomingReferralType","This new table will be used to store a dictionary of user defined display strings for the system defined Referral Types.",12,true
SCM,"SXAAMWLOfferCancellationReason","Contains all the Offer Cancellation Reason code with its Description",11,true
SCM,"SXARCMBillingCodeGroup","This table is used to store the billing code and its group information",12,true
SCM,"SXARCMClaimEditXref","This table is the bridge between SXARCMClaimEdit, SXARCMClaimFormatLayout and SXARCMClaimFormat. So it will have multiple format and layout against single edit. In general it stores the information of fields against which the edit will be raised for parti",11,true
SCM,"SXAMMDebitCreditTransaction","History table that records all transactions generated from the debit/credit module regardless of whether billing and pharmacy inventory transactions are generated.",13,true
SCM,"SXARCMERCaseRate","Stores Case Rate Information for Expected Reimbursement.",15,true
SCM,"SXAAMIDSource","Dictionary of ID sources",13,true
SCM,"SXARCMClaimAttachmentReportTypeCode","stores 837 field PWK01",11,true
SCM,"SXAAMCareProviderTypeXRef","The purpose of this table is to link providers with provider types based on locations.  This means that a provider can be of different types at different locations.",12,true
SCM,"SXARCMERAIRConfigSupplementalTypeDetail","This table is created to stores the Supplemental Per Visit type configuration for a specific AIR Configuration",12,true
SCM,"SXARCMAssetReceivableTypeFieldXREF","Storing relation between Asset Receivable Type and Asset Receivable Field",14,true
SCM,"SXAMMBillChargeHeader","The Bill Charge Header and Bill Charge Detail tables are where the Pharmacy system writes data that will trigger the creation of a Financial Transaction segment.An external process will poll these tables and look for new transactions to send to the Financial System (Charge Control = 'NP').When the external process has sent the data to to the Financial System, it sets the status to processed (Charge Control = 'PD').The data in these tables is formatted in HL7 format.A Financial Transaction is made up of 1 row in Bill Charge Header, and 1 or more rows in Bill Charge Detail.The Bill Charge Header row contains the information that will go in the PID segment of the Financial Transaction.Each Bill Charge Detail row contains the information that will go in the FT1  segments of the Financial Transaction.After storing the data for the new Financial Transaction into these tables, Pharmacy's job is done and as far as Pharmacy is concerned, it has no more work to do. It is the responsibility of the external process to make sure that the transactions are sent to the Financial System.",20,true
SCM,"CV3HealthIssueTypeStatusXRef","Cross-reference table that associates a Health Issue status record to an existing CV3HealthIssueType record.  Used to list of set of allowable health issues statuses associated with a health issue type.",13,true
SCM,"SXAMMMessageCategory","This entity allows the enterprise to define processing types differently by department (Nursing or Pharmacy), this allows descriptions, priority and default text to be customized appropriately",18,true
SCM,"SXAFindPatientComponent","stores a calling component for the Find Patient/Show Visits dialog. This is the parent table for SXAFindPatientOption and SXAFindPatientSort tables.",11,true
SCM,"SXAMMCartFillUnit","This entity contains a list of units that are assigned to a policy.  Units are assigned to the same policy if their cart fill details are the same (exchange time cart fill period, print details, etc).",11,true
SCM,"SXARCMUnspecifiedHCPCSCode","Table Definition for use to store Unspecified HCPCS code list",11,true
SCM,"SCMObsListCatalogSetItemXRef","A cross-reference table to indicate the items in a list catalog set",14,true
SCM,"SXAIMMVaccineDoseUnit","Stores the units (cc, ml ect.) for vaccine dose",11,true
SCM,"SXACRCompositeTileXref","save the instance information of composite tiles.  When a composite tile is created in the Configuration tool, the instance is stored here.  This table stores the parent-child relationship to indicate which tiles are part of the composite tile and it's display order.",14,true
SCM,"SXASRGCaseEventCaseProcedureXRef","Table containing the case procedures assigned to a case event.",11,true
SCM,"SXARCMPGStatementCombineGroup","Forms groups for statement generation based on combinig option",18,true
SCM,"SXAIMMVaccineSiteGiven","Stores the possible sites where vaccines can be administered. Example: Right arm, left arm, abdomen, etc.",12,true
SCM,"SXAAMBPatientEducationDoc","This table loads  the data for Document Source,Document Name  and the date when the  Document was revised(Revised Date) in the config tools",14,true
SCM,"CV3CodeSetAttribute","This table is populated via a data load script and each row has a information on a particular codeset. The information is stored in XML format",10,true
SCM,"SXAAMDialogDetail","Stores the XML and the compiled binary corresponding to the dialog.",11,true
SCM,"SXASCLContentVersion","Sunrise Charge Logic table for Version Upgrade History",13,true
SCM,"SXAMMPharmacyLocationConfigStock","This entity contains the generic items that are to be stored at each of the lowest levels of the location configuration.",12,true
SCM,"SXASRGCodedProcedureFileVersionHistory","This table stores the version history of coded procedure files being uploaded",10,true
SCM,"CV3VisitTypeService","Defines which services are applicable to a Visit Type/Care Level.",16,true
SCM,"SXAAMWLAppointmentWaitList","Contains the Appointment Waitlist information",13,true
SCM,"SXARCMERASCRateMethodExceptionType","Table to store Rate method and Exception type",10,true
SCM,"SXAINVMasterItemOriginMMXref","Table of Pharmacy Items that are a part of Inventory",13,true
SCM,"SXACCCodeSystem","This table holds the Url's that correspond to various coding systems used in FHIR data sets",12,true
SCM,"SXARCMCustomChargeTemplateConfig","This table store the configuration details Custom template charge entry screen",16,true
SCM,"SXAHomeMedicationCollectionStatus","The purpose of this table is to store the patient's information when SCM will export Patient Madication List (PML) to NEHR system.",15,true
SCM,"SXASRGUserProfilePendingAction","Contains a set of pending actions to be executed the next time user logs in. The rows will be used to update the Users profile entries.",10,true
SCM,"SXARCMRRDictionary","list of user defined dictionaries related to Regulatory Reporting",12,true
SCM,"SXARCMCustomDiscoverActivity","Contains the definition of a customer discover activity",13,true
SCM,"SXARCMERATransactionSetClaimServiceLine","table holding service lines data for a specific claim record",36,true
SCM,"CV3OrderRecAdmDischargePolicyDtl","Store data related to Admission, Discharge and Discharge order related reconciliation requrement policy details",15,true
SCM,"SXASCLModelDefinition","This table stores the Charging Model mapping definition for Sunrise Charge Logic. The mapping dictates the charging model that is mapped to the care level or visit type for a Site.",13,true
SCM,"SXARCMAddress","Holds lockbox vendors address. In future can also be used to hold collection agencies address",21,true
SCM,"SXAAMWLOffer","Contains the Offers Information",18,true
SCM,"SXARCMGLFacilityConfig","Represents GL Facility Configuration",16,true
SCM,"SXARxProduct","This table holds the actual products that can be ordered from pharmacy.",25,true
SCM,"CV3UnitOfMeasure","Dictionary of Units Of Measure.",15,true
SCM,"SCMDevIntfBedMapList","Look up table to uniquely identify SCM Bed information against Patient Location value from HL 7 Message field PV1-3.",16,true
SCM,"SXAAMTransportLocation","This table maintains transpiration locations.  Transportation locations have associated address and can be configured through config tools or through the application.  Those configured through the application have the IsFreeText flag set to true, which will prevent them from showing up in config tools.",14,true
SCM,"SXACRTileHealthManagementDetail","Tile related Display Options",17,true
SCM,"SXARCMDenialCodeCategory","Storing User Defined Denial Code Category Dictionary",12,true
SCM,"SXARCMNonPrimaryBillingProcessingOption","Storing Option for Non Primary Billing Processing  information like Place on Hold, Process with Primary Ins etc.",10,true
SCM,"SXADMTnmgChoice","Stores the different choices that are available for the user to select from in order to assist in classifying the stage of the disease.  For cancerous diseases, there are four metrics used: T-size, N-lympth nodes, M-metasis, G-grade.  This table holds the possible values that should be displayed to the user for each of these metrics.",15,true
SCM,"SXAMMCartFillPolicyFillingDetail","This table will hold Filling Details like Batch time, exchange time , from weekday and  time and to weekday and time for the non traditional cartfill policy. A cartfill policy may have several rows of data in this table.",16,true
SCM,"SXARCMAbstractASAClassification","Dictionary For ASA Classification",12,true
SCM,"SXASRGCaseParticipantTime","This surgery table contains the occurrence time of surgical events and the associated person",12,true
SCM,"SXAAMBDoseRangeMultiplier","Stores the multum dose multiplier",10,true
SCM,"SXARCMFacilityInstIdentifierExceptionConfig","Storing Exception Configuration for Facility Institutional Identifier information",16,true
SCM,"SCMObsMasterItemRange","Identifies the range over which values should apply, for the observation items.",34,true
SCM,"SXAAMContactAddress","Address of the Contact",12,false
SCM,"SXARCMClaimFormLayoutLocatorMapping","This is mapping table to map the electronic layout with paper field.",10,true
SCM,"SXACDExDocPrivacyStatementPatientCareDocXRef","This table stores the link between the privacy statement and the exchange document. The privacy statement is from SXACDExDocPrivacyStatement table while the document is from CV3PatientCareDocument table.",7,true
SCM,"CV3TrxUserMap","Not used. (Replaced by CV3HL7UserMap.)",23,true
SCM,"CV3Religion","Dictionary of Religions.",13,true
SCM,"SXASCLObservationExclusion","Sunrise Charge Logic table to store Exclusion Items",10,true
SCM,"SXARCMCodeTranslationImportInterMediate","The table will  hold all records  before importing in  into SXARCMCodeTranslationDetail.It also store errors.",21,true
SCM,"CV3PhysicalNoteDeclaration","A note about a physical characteristic, such as height or weight.",32,true
SCM,"SXASCLModuleMappingDef","Sunrise Charge Logic Configuration table that stores the Module Mapping definition details",15,true
SCM,"CV3CodedTimeGroup","Used by the order catalog to define what coded times are applicable to a particular order item. For example, it would define that AM, PM, and Next RTN are all valid coded times to be used with a CBC order.",12,true
SCM,"SXAAMDialog","Stores the Name, Description and Scope of dialogs that can be customized.",13,true
SCM,"SXARCMEpisodeFrequencyType","Store Episode Frequency Types.",7,true
SCM,"SXAAMWLCustomClockCalculation","The purpose of this table is to store  calculation formula for custom clock",11,true
SCM,"SXADictionary","This tables contains a listing of all the dictionaries in the database.",14,true
SCM,"SXASRGAnesthesiaType","This surgery table contains the Anesthesia types that will be used during a surgical case.",10,true
SCM,"CV3DocumentSecurityCategory","Dictionary of Document Security Categories.",12,true
SCM,"SXACRTileCustomGridDetail","Store additional details for custom grid configuration",12,true
SCM,"SXARCMSRLocationGroupReportDefinitionXREF","Stores Report Types supported in Lacility Group.",7,true
SCM,"CV3ScheduleEvent","Dictionary of Schedule Events.",12,true
SCM,"SXARCMJobCatalog","This is configuration table which is used to hold the SFM jobs' name.",11,true
SCM,"SXAMMPharmacyInpatientDefault","This entity contains print information for the inpatient order dispense
Table to hold pharmacy inpatient default print settings",24,true
SCM,"SXASRGSurgicalItemUsageExport","Tracks the surgical item usage that was exported.",12,true
SCM,"SXARCMTransactionTypeMaster","Dictionary Table for Transaction Types",10,true
SCM,"SXARCMContent","Stores the RCM custom content dictionary",10,true
SCM,"SXASRGCodedProcedureCodeSet","The ancillary code dictionary for Coded Procedure",12,true
SCM,"SXARCMEpisodeCombineRevenueCPTHCPCSExpr","Saves Revenue and HPCS codes details with respect to Episode combine details",13,true
SCM,"SXARCMTranslationDictionaryContentXREF","Store Transaction Dictionary Code and Content Dictionary mapping information",26,true
SCM,"SXACDSPAPatientAcuity","SXA will store Acuity values by patient�",15,true
SCM,"SXARCMDesktopTemplateTile","Central repository of the tiles associated with the template.",11,true
SCM,"SXAAMCustomContentLocnFacilityProfileXREF","This entity contains cross references between SCM Tools from HVCEnvProfile (where hierarchycode = 'HVC Global Workstation|Tools') and the facilities for which they are defined.  It also contains the sequence in which SCM Tools should be displayed on the menu.",11,true
SCM,"SXASCLModuleObjectEntityXRef","The purpose of this table is to store the SCM object with entity reference for module mapping of SCL Component.",10,true
SCM,"SXARCMCustomClaimFormat","Dictionary For custome claim format",13,true
SCM,"CV3ResultAcknowledgementPolicyDtl","Stores the detailed information about a result acknowledgement Policy.  This identifies which location(s) require result acknowledgement and who should acknowledge the result.",21,true
SCM,"CV3HomeMedicationStatusHistory","Stores a patient's home medication status.",17,true
SCM,"SXAESAppointmentProcessingOption","The purpose of this table is to save settings for Appointment Update from Visit .",12,true
SCM,"SXARCMPGCombiningOption","This table stores all possible Patient Guarantor combining options",9,true
SCM,"CV3MaritalStatus","Dictionary of Marital Statuses.",13,true
SCM,"SXARCMPPS3MTranslationDictionary","This table has a list of all PPS fields that need translation from user defined values to 3M Acceptable values. This table also stores the table name, user defined value column name and translation value column name (these two columns belong to table name); where the translated values for each field is stored.The table and column names are used with a stored procedure SXARCMPPS3MTranslationSelPr to retrieve the translated values for a particular field.Data in the table (ID and name) is mapped to an enum, System.Financials.Common.Enums.PPS3MTranslationDictionaryThe data in the table is loaded by a System Defined Data Load script.",12,true
SCM,"CV3DiagnosticExtension","Contains details for a diagnostic order. These orders will generate observations.",25,false
SCM,"SXAHMOccurrenceActionStatusHistory","This Health Management patient data table stores the history of actions and status changes for individual immunization and wellness event occurrences.  When an action is taken on an occurrence, both the action and any changes in status are stored here.  Any reasons associated with the action are linked to the history row.",19,true
SCM,"SXAESResource","Stores the resources available in the organization for scheduling. Resources can be of the following types: Person, Location, Equipment, Pool, Team.",27,true
SCM,"SXARCMSRLocationGroup","The Table is used to identify group of location which will be used to create a file for visits correspodning to Facility Locations within that group.",12,true
SCM,"CV3CommunicationProcess","A process used to communicate an order to the performing department. May be a report or an electronic interface. Used by the Order Transmit Policy.",19,true
SCM,"SXARCMEDIRevenueCodeCategory","Stores Revenue Code Category for reports.",8,true
SCM,"SXARCMProviderAdjustmentReasonCodeDictionaryDetail","Provider adjustment reason code dictionary.",12,true
SCM,"SXAGNAffinityDomainCodeValue","This table contains the possible values for a type of information that are supported to exchange information.",11,true
SCM,"SXARCMERASCException","This table stores info on exceptions for modifiers in ER config screen.",14,true
SCM,"SXACDSPAScorePointUserDictXRef","Links the User Dictionary codes to the Patient Acuity codes",12,true
SCM,"SXASRGProcedureModificationHistory","Contains the modification history of changes to surgery procedures.",9,true
SCM,"SXARCMAbstractVisitReason","This contain reason for visit",13,true
SCM,"SXARCMStateFacilityXREF","This table stores the state name and abbreviation. This will be used",12,true
SCM,"SXAEISQueryExecution","Records which queries executed for rule analysis",17,true
SCM,"CV3ClassType","Dictionary of Class Types.",15,true
SCM,"SXAESMCEventCategoryRestrictionReleaseXREF","The purpose of this table is to stored the Master schedule definition availability events category selection for release restrictions.",10,true
SCM,"SXAAMBSVEquipment","Contains all information  related to general resources including exam rooms and equipment's.",21,true
SCM,"SXARCMChargeType","The table will represents Charge type",9,true
SCM,"SXARCMERFeeScheduleConfig","Store The Fee Schedule Header Config Information Like Effective Date, Active ,  Description, Fee Schedule Code Type etc.",19,true
SCM,"SXAObsCatalogSummaryType","Allows multi-selecting summary type for each observation item",13,true
SCM,"SXADRClientDocumentSuppressCUR","SCM will require a table to store the Community Document Suppressed information, when user clicks the Document tab and perform Suppress Community Document operation.",8,true
SCM,"SXAEISInstanceReviewRequest","Holds potential likely matches based on queries",23,true
SCM,"CV3PregnancyInfoSource","This table stores dictionary of updated Pregnancy Information Source.",12,true
SCM,"SXASRGCaseListSpecification","This surgery table contains the definition of the criteria based case list.",8,false
SCM,"SXARCMDenialSeverity","Storing User and  System Defined Denial Severity information like Soft, Hard etc.",12,true
SCM,"CV3FindPatientExtendedConfigRsltColXRef","Stores the result columns to be shown when specified in a configuration",15,true
SCM,"SXAESMCTemplateEventRestrictionReleaseXREF","The purpose of this table is to stored the Master schedule definition availability events selection for release restrictions for Template",10,true
SCM,"SXARCMPPS3MPOA","Dictionary For PPS POA code and description",11,true
SCM,"SXARCMSPFinancialClassProgressionXREF","Stores Associated Financial class wise progression data related to given Revenue Cycle Set Up",13,true
SCM,"SXARCMChargeDental","Remove the column ToothSurfaceCodeID. This will be stored in the new table SXARCMChargeDentalToothSurfaceXREF",18,true
SCM,"SXARCMBPFrequencyProgressionFinancialClassXREF","Cross reference table linking SXARCMBudgetPlanFrequencyProgression to SXARCMFinancialClass",10,true
SCM,"SXARCMBulkAction","The purpose of the table is to store data of Bulk action.",16,true
SCM,"SXARCMStatementClientAddressInfo","Table contains Client Address information for statement.",27,true
SCM,"SXAEDI271RejectionInfo","Stores rejection code and follow up code for rejected 271 messages.",12,true
SCM,"SXARCMRefundInfoTransactionXREF","To store mappings between Refund Info and Transaction",12,true
SCM,"SXARCMObjectType","type of objects to secure",12,true
SCM,"SXACRCatalogTileXREF","Store the View Tile related information",21,true
SCM,"SXARCMTranslationDictionaryContentDefaultValue","Table stores the default value for each Translation dictionary respective to the state content",10,true
SCM,"CV3DocumentHeadingItem","Provides a hierarchical structure that allows the text for documents to be placed under user-defined headings.",18,true
SCM,"SXARCMAccountingYear","This table specifies the accounting year for the Accounting period configuration.",12,true
SCM,"SXARCMCustomAttributeValueOption","stores system defined custom attribute values",12,true
SCM,"SXARCMSelfPayRevenuCyclePrivacyStatusXREF","Stores Associated Privacy Status data related to given Revenue Cycle Set Up",10,true
SCM,"CV3CatalogItemName","Name of a catalog item (either an order item or a result item).",23,true
SCM,"SXASRGCaseProcedureCode","To store the custom procedure code information like TOSP (Table of surgical procedure) code.",14,true
SCM,"SXAANCRelPrior","Defines Relevant priors for procedures",12,true
SCM,"SXAESEventCustomFieldCategory","Events, Resources and Locations are to have custom field categories defined against them that will be then presented to the user when booking an appointment.  This table holds the custom field categories that are attached to specific events.",11,true
SCM,"SXAHMEventIntraOccurrenceRule","Defines the spacing rules between the occurrences of a series, which are generally used to calculate catchup schedules.",18,true
SCM,"SXAANCMigFollowupProgressMap","Migration table -stores Followup Progress Map",11,true
SCM,"SXASRGCaseHealthIssueXRef","Stores the health issue created for a case.",12,false
SCM,"SXAEISSiteConfiguration","Defines a hierarchy of resources such as applications, database servers, and databases",17,true
SCM,"SXAMMWasteBilling","This table contains the waste billing configuration for a stock item",13,true
SCM,"SXAAMBWMEvent","A table to store a list of events that comprise various wellness schedules.",11,true
SCM,"SXASHMsgAttachmentXREF","To store SHM Attachment information",14,true
SCM,"SXACCAttributeDefinition","This table stores the key/value pair.",12,true
SCM,"SXAAMTransportService","Dictionary for the Transport Service field",10,true
SCM,"SXARCMPPS3MTranslationTypeOfAdmission","This table stores user defined values and their respective 3M acceptable (translated) values for the Type Of Admission field.Data for this table is loaded by the user using the Dictionary Maintanence UI.",12,true
SCM,"SXARCMRevenueCycleSelfPayReportXREF","This is a cross reference between the patient guarantor revenue  cycle details and the forms (reports) selected.  Multiple selections are allowed",11,true
SCM,"SXAEISDbms","Defines the Database types that are supported by EIS",11,true
SCM,"SXAIMMVaccineRoute","Stores the methods of administering the vaccines.  There are few ways of administering the vaccine.",12,true
SCM,"SXAEISDataType","Provides a single type Definition that a number of other tables refer to which eliminates redundancy in the EIS type system",12,true
SCM,"SXARCMTransferToBadDebtExcludePrivacyStatusXREF","Store information for Bad Debt Exclude privacy status",10,true
SCM,"SXARCMAnesthesiaType","User Define Dictionary Table to store Anesthesia Type Info",13,true
SCM,"SXARCMERFlowThru","Stores Flow Thru Details",24,true
SCM,"SXARCMEpisodeRelatedVisit","Episode can have multiple realted visits  for same patient to get combine using episode combine configuration, all such visits  will get stored in this table for the episode.",11,true
SCM,"SXAMMRecipeReportConfig","Table to hold Recipe's Report Config information",11,true
SCM,"SXAANCAdHocUsers","Stores the external providers information and fax number",13,true
SCM,"SXARCMPPS3MOutputData","Stores the data that we get from 3M after making a service call.",52,true
SCM,"SXAAMBeRXMessageError","Ambulatory Sure Scripts table used to store prescription message errors.",22,true
SCM,"SXAANCBodyPartXREF","mapping between body structures and body parts",11,true
SCM,"SXARCMDentalProsthesisCode","User defined dictionary for Prosthesis code",13,true
SCM,"SXARCMLabPanelConfig","Stores Name and basic detail about lab panel",12,true
SCM,"SXAMMRecipePrintDefault","This table contains Recipe's default printer per location.",13,true
SCM,"SXARCMRefundInfo","The table will contain refund transaction details",37,true
SCM,"SXARCMRRRevHCPCSTranslation","Stores translation configurations of standard Revenue code and CPT/HCPCS code to respective state codes for regulatory reports",14,true
SCM,"SXARCMTemplate","Stores the templates",10,true
SCM,"SXASRGSurgicalItemAllergen","This table contains the allergen identifiers associated to a surgical item. Allergens are from the Allergen dictionary in Configuration Tools. Each surgical item may have one or more allergens.",11,true
SCM,"SXAMMGIRestrictedInvestigational","This entity contains details concerning the use of restricted/investigational generic items.  Details include a list of care providers who are allowed to prescribe the restricted/investigational GI.",14,true
SCM,"SXAColumn","Enterprise Lists table for columns that can be included in a list",14,true
SCM,"SXAAMActivityProperty","This table includes Activity details configured against user specific rules.",15,true
SCM,"SXAAMRegFormPrintPolicyDtl","Print policy for Registration forms",20,true
SCM,"SXARCMERFeeScheduleConfigRevenueDetail","Store the Fee schedule Configuration Code details for respective level like Master/Department/Provider if code type is Revenue",14,true
SCM,"SXARCMClaimFieldFormatTypeGroupXREF","Storing relation between Claim Field Format Type Group and Claim Field Format Type",10,true
SCM,"SXAAMBWMScheduleEvent","A table to store the list of events that comprise wellness management schedules",10,true
SCM,"SXABatchAccessLocationXREF","Cross-reference table that associates a CV3Location record to an existing SXABatchAccessGroup record. This table stores the locations to view and maintain the batch lists.",11,true
SCM,"SXARCMTransaction","Holds details of Transaction",47,true
SCM,"SXARCMStatementTemplateConfiguration","Storing Physical location to store statement template configuration",12,true
SCM,"SXACRTileAllergyDetail","Store the Allergy Tile's Allergy Category Display attribute",13,true
SCM,"SXARCMDenialGroupConfigCode","This entity contains denial group configuration. It stores denial group and associated code id.",11,true
SCM,"SXAAMDegree","Dictionary of degrees.  Used by CV3ClientName",13,true
SCM,"SXARCMDenialCloseReason","The purpose of this table is to stores the Denial close dictionary details.",13,true
SCM,"SXACRTileObsParameterXref","Defines the list of observation parameters for a tile.  Each view could have many tiles of observation type.  Each of these tiles will have a list of observation parameter>",16,true
SCM,"CV3ObsModifierItem","The definition of an individual modifier. This modifier can be applied to one or more observations.",13,true
SCM,"SXARCMERASAFeeScheduleRateDetail","It store information about ASA Fee schedule Rate details for a location.",12,true
SCM,"SXARCMChangeReason","This table stores the information of change reason entered by the user through dictionary",14,true
SCM,"SXARCMFinancialEntityProviderXREF","Link table for associating Providers with Financial Entities",11,true
SCM,"SXACDLMListMember","It will hold the ListManager list's members which are also codes i.e., member codes for those related codes with the list",12,true
SCM,"SXARCMERFlowThruCatalogConfig","This table will be responsible for new FlowThru configuration data which mainly contains Name and its Description.",12,true
SCM,"SXAAMLocationServiceExcludedXREF","Stores exclusion of services for given Facility(Location)",7,false
SCM,"SXARCMWorksheetTransferTransaction","Table is a container for transferred transactions.",28,true
SCM,"SXARCMPPSPaymentStatusDictionary","Dictionary For PPS PaymentStatus",12,true
SCM,"SXAESLocationDefaultBookApptSection","Location defaults are now supposed to have an ability to let the user define the order as well as the visibility of the various sections of the book appointment dialog.  This table will store that information.",13,true
SCM,"SXARCMClaimFieldConversion","This table contains data for all the fields generated in claims.",9,true
SCM,"SXARCMGuarantorCollectionProgression","It stores the self pay collection progression configuration",13,true
SCM,"SXAANCFollowupcode","Defines the exam followups",19,true
SCM,"SXAAMInsuranceType","Dictionary of insurance types.  An insurance type has an insurance form associated with it and is referenced by an insurance plan.",16,true
SCM,"SXARCMClaimEDIData","This table will store different edits(rules) related to claim. These edits(rules) will be evaluated in order to identify whether there are errors.",11,true
SCM,"CV3CareLevel","Dictionary of Care Levels.",12,true
SCM,"CV3GraphDataItem","Defines a data item within a subgraph.",16,true
SCM,"SXARCMLateChargeFacilityWriteOffCode","Stores the facility specific write off codes",11,true
SCM,"SXAFBFormVersion","Contains the Form Version",13,true
SCM,"SXAEISClientDatabase","Identifies which databases an EIS client has access to and specifies a default database for each application",13,true
SCM,"SXASRGSurgicalItemScanCode","This surgery table contains the surgical item scan codes that will be used in surgical case.",12,true
SCM,"CV3ObsCommentTextLine","A comment associated with an observation. May be multiple lines of text.",15,true
SCM,"SXAAMELIncomingReferralWaitListXREF","This new table will be used to store cross-references between two existing tables: SXAAMIncomingReferral and SXAAMWLWaitList.",6,false
SCM,"SXAAMBSBillHCPCS","HCPCS codes on the superbill template",15,true
SCM,"SXAESMCEventRestrictionReleaseXREF","The purpose of this table is to stored the Master schedule Exception definition availability events category selection for release restrictions.",10,true
SCM,"SXAEISTemplateExpression","Meta Data table that defines Template Expressions that can be used to create data model specific expressions",13,true
